Seed	, 	Q  relative uncertainty	,Q relative Error ,  sigma n /n	, Error in n ,	sigma A0/A0	, Error in A0	, varQ/Q_n	, varQ/Q_A0	, varQ/Q_dA	, varQ/Q_w	, varQ/Q_S	, varQ/Q	, stdQ/Q 
9.000000,0.082418,1.215194,
